Date,Hr_End,DA_Demand,RT_Demand,DA_LMP,DA_EC,DA_CC,DA_MLC,RT_LMP,RT_EC,RT_CC,RT_MLC,Dry_Bulb,Dew_Point,System_Load,Reg_Service_Price,Reg_Capacity_Price,Min_5min_RSP,Max_5min_RSP,Min_5min_RCP,Max_5min_RCP
01/01/2022,16,12759.6,13153.171,33.92,34.03,0,-0.11,31.32,31.28,0,0.04,49,48,13366,0.05,6.671666667,0.05,0.05,6.66,6.73
01/01/2022,17,13513.5,13820.944,37.47,37.52,0,-0.05,38.94,38.9,0,0.04,49,48,14039,0.05,6.8775,0.05,0.05,6.66,6.95
01/01/2022,18,14054.2,14285.41,50.44,50.47,0,-0.03,41.89,41.88,0,0.01,49,48,14516,0.016666667,8.975,0.01,0.05,6.95,9.38
01/01/2022,19,13453.6,13999.065,37.48,37.55,0,-0.07,37.3,37.27,0,0.03,48,47,14222,0.01,7.415,0.01,0.01,6.76,9.38
01/01/2022,20,13071.9,13515.998,34.86,34.93,0,-0.07,33.45,33.41,0,0.04,47,47,13730,0.01,7.256666667,0.01,0.01,6.71,7.53
01/01/2022,21,12497.2,12977.389,33.01,33.05,0,-0.04,31.44,31.42,0,0.02,47,46,13201,0.043333333,6.78,0.01,0.05,6.63,7.53
01/01/2022,22,11628,12380.943,33.27,33.36,0,-0.09,30.85,30.84,0,0.01,47,46,12599,0.05,8.974166667,0.05,0.05,6.63,10.12
01/01/2022,23,10593.4,11633.412,29.73,29.82,0,-0.09,27.92,27.92,0,0,46,46,11848,0.016666667,10.235,0.01,0.05,9.71,10.34
01/01/2022,24,10032.5,10857.704,29.39,29.51,0,-0.12,24.93,24.94,0,-0.01,46,45,11065,0.04,10.61166667,0.01,0.05,10.24,14.5
02/01/2022,1,9763.4,10235.366,31.58,31.74,0,-0.16,18.32,18.34,0,-0.02,46,46,10417,0.05,8.015,0.05,0.05,7.57,10.24
02/01/2022,2,9350.1,9821.249,27.06,27.19,0,-0.13,18.78,18.81,0,-0.03,46,45,9991,0.008333333,5.328333333,0,0.05,4.88,7.57
02/01/2022,3,9110,9589.393,25.76,25.88,0,-0.12,-3.6,-3.61,0,0.01,45,44,9754,0,3.835,0,0,3.74,4.88
02/01/2022,4,8905.7,9502.973,25,25.1,0,-0.1,18.89,18.94,0,-0.05,45,45,9667,0,5.631666667,0,0,3.74,6.01
02/01/2022,5,9129.4,9571.609,16.33,16.4,0,-0.07,19.77,19.81,0,-0.04,45,44,9734,0,6.295833333,0,0,6.01,6.5
02/01/2022,6,9195.3,9807.321,23.38,23.47,0,-0.09,22.65,22.7,0,-0.05,44,43,9971,0,6.525,0,0,6.5,6.53
02/01/2022,7,9480.3,10230.913,27.11,27.23,0,-0.12,25.78,25.84,0,-0.06,44,43,10408,0.041666667,6.788333333,0,0.05,6.53,6.84
02/01/2022,8,9978.9,10790.245,29.24,29.38,0,-0.14,28.21,28.25,0,-0.04,44,43,10983,0.016666667,3.856666667,0.01,0.05,3.26,6.84
02/01/2022,9,10703.8,11488.804,32.39,32.53,0,-0.14,30.42,30.47,0,-0.05,43,42,11699,0.01,4.781666667,0.01,0.01,3.26,4.92
02/01/2022,10,11682.3,12186.896,36.09,36.25,0,-0.16,31.64,31.67,0,-0.03,44,43,12399,0.01,1.656666667,0.01,0.01,1.36,4.92
02/01/2022,11,12018.4,12708.219,45.02,45.2,0,-0.18,41.84,41.85,0,-0.01,44,43,12926,0.043333333,10.66583333,0.01,0.05,7.01,11.13
02/01/2022,12,12230.6,13160.573,43.53,43.7,0,-0.17,47.04,47.03,0,0.01,45,44,13374,0.05,14.21916667,0.05,0.05,11.13,14.5
02/01/2022,13,12201.8,13440.496,43.3,43.46,0,-0.16,64.82,64.78,0,0.04,45,44,13656,0.008333333,141.4666667,0,0.05,14.5,166.86
02/01/2022,14,12256.8,13501.71,41.85,41.95,0,-0.1,61.2,61.15,0,0.05,46,44,13715,0.174166667,26.19666667,0,0.19,9.73,207.33
02/01/2022,15,12367.6,13502.078,41.24,41.33,0,-0.09,64.29,64.26,0,0.03,45,43,13719,0.19,11.88833333,0.19,0.19,9.73,12.32
02/01/2022,16,12830.7,13670.323,43.3,43.4,0,-0.1,56.42,56.43,0,-0.01,43,39,13903,0.04,7.586666667,0.01,0.19,6.64,12.32
02/01/2022,17,13741.3,14556.804,56,56.15,0,-0.15,86.3,86.26,0,0.04,42,38,14792,0.145,6.854166667,0.01,0.19,6.32,12.09
02/01/2022,18,14489,15210.074,61.77,61.98,0,-0.21,137.7,137.62,0,0.08,40,35,15450,8.365,158.07,0.19,10,6.31,182.15
02/01/2022,19,14316.5,15020.004,62.93,63.1,0,-0.17,116.92,116.75,0,0.17,39,34,15274,2.5,45.5375,0,10,0,182.15
02/01/2022,20,14031.1,14631.608,60.4,60.51,0,-0.11,65.5,65.35,0,0.15,37,31,14883,0.008333333,6.216666667,0,0.01,0,7.46
02/01/2022,21,13573.6,14099.13,52.31,52.35,0,-0.04,45.54,45.38,0,0.16,35,28,14344,0.01,7.843333333,0.01,0.01,7.46,7.92
02/01/2022,22,12576.8,13398.442,46.8,46.84,0,-0.04,41.9,41.72,0,0.18,34,26,13645,0.043333333,7.345,0.01,0.05,7.16,8.62
02/01/2022,23,11529.2,12567.745,39.73,39.71,0,0.02,40.71,40.54,0,0.17,32,24,12781,0.05,7.61,0.05,0.05,7.16,7.76
02/01/2022,24,10763.4,11798.291,36.29,36.3,0,-0.01,35.5,35.36,0,0.14,32,24,11993,0.05,15.06666667,0.05,0.05,9.5,16.18
03/01/2022,1,10910.9,11284.385,38.66,38.68,0,-0.02,34.04,33.92,0,0.12,30,22,11478,0.0125,4.006666667,0,0.05,0,16.18
03/01/2022,2,11011.6,11012.967,38,37.99,0,0.01,15.44,15.39,0,0.05,30,21,11195,0.0375,23.025,0,0.05,0,30.7
03/01/2022,3,10752,10956.099,33.9,33.89,0,0.01,5.33,5.32,0,0.01,29,19,11130,0.05,40.91083333,0.05,0.05,30.7,124.23
03/01/2022,4,10845.2,11076.086,35.8,35.79,0,0.01,30.7,30.62,0,0.08,28,18,11245,0.05,10.405,0.05,0.05,7.99,33.6
03/01/2022,5,11143.4,11481.306,39.78,39.81,0,-0.03,20.9,20.87,0,0.03,27,16,11637,0.05,7.833333333,0.05,0.05,7.21,7.99
03/01/2022,6,11871.2,12397.896,40.72,40.78,0,-0.06,14.43,14.43,0,0,26,14,12558,0.05,23.06333333,0.05,0.05,7.88,26.1
03/01/2022,7,14010.2,13814.731,55.66,55.55,0,0.11,29.81,29.81,0,0,25,13,13987,0.166666667,24.66833333,0.05,0.19,19.79,44.53
03/01/2022,8,15198,14854.74,55,54.86,0,0.14,37.12,37.13,0,-0.01,24,12,15068,0.19,17.30166667,0.19,0.19,16.9,19.31
03/01/2022,9,15232.1,15409.373,52.99,52.89,0,0.1,41.89,41.89,0,0,24,11,15635,0.073333333,9.516666667,0.05,0.19,8.04,16.9
03/01/2022,10,15324.6,15797.313,51.47,51.39,0,0.08,52.7,52.71,0,-0.01,24,10,16025,0.05,9.498333333,0.05,0.05,8.04,9.79
03/01/2022,11,15173.9,16105.562,77.8,77.84,0,-0.04,101.53,101.64,0,-0.11,25,10,16351,0.091666667,23.07333333,0.05,0.1,9.79,88.19
03/01/2022,12,15201.6,16325.202,77,77.08,0,-0.08,128.87,129.02,0,-0.15,24,10,16576,0.1,20.46583333,0.1,0.1,17.89,20.7
03/01/2022,13,15166,16415.332,77.02,77.12,0,-0.1,172.25,172.37,0,-0.12,24,9,16662,1.258333333,99.54166667,0.1,1.49,20.7,115.31
03/01/2022,14,15101.6,16452.787,76.04,76.14,0,-0.1,179.58,179.57,0,0.01,24,9,16692,0.331666667,66.67916667,0.1,1.49,31.49,369.94
03/01/2022,15,15286.1,16401.372,79.05,79.07,0,-0.02,164.23,164.17,0,0.06,25,8,16643,0.1,23.07333333,0.1,0.1,21.39,31.49
03/01/2022,16,15681.8,16574.466,82.71,82.57,0,0.14,142.08,141.87,0,0.21,24,8,16804,0.1,28.78166667,0.1,0.1,21.39,30.26
03/01/2022,17,16512,17292.777,112.71,112.51,0,0.2,160.4,159.95,0,0.45,24,7,17528,0.016666667,34.61333333,0,0.1,10,37.51
03/01/2022,18,17407,17848.214,129.71,129.54,0,0.17,192.53,192.11,0,0.42,23,7,18096,2.491666667,70.20166667,0,2.99,37.51,76.74
03/01/2022,19,17041.4,17558.963,129.14,129.02,0,0.12,176.45,175.91,0,0.54,23,6,17799,0.498333333,63.1025,0,2.99,61.38,76.74
03/01/2022,20,16643.8,17101.194,114.8,114.46,0,0.34,155.63,155.1,0,0.53,22,7,17329,0.275,86.14416667,0,0.3,61.38,117.65
03/01/2022,21,15970.7,16440.483,114.98,114.66,0,0.32,130.25,129.68,0,0.57,22,6,16660,0.05,58.21666667,0,0.3,44.63,85.47
03/01/2022,22,14994.3,15549.782,113.1,112.93,0.01,0.16,100.19,99.86,0,0.33,21,5,15762,2.491666667,48.69583333,0,2.99,40.12,126.3
03/01/2022,23,13548.1,14509.443,102,101.78,0.1,0.12,130.41,130.01,0,0.4,20,7,14720,0.755,97.53416667,0.01,2.99,40.12,107.03
03/01/2022,24,12442.3,13600.417,103.07,103.01,0,0.06,96.04,95.63,0,0.41,19,5,13812,2.493333333,47.9425,0.01,2.99,41.01,102.74
04/01/2022,1,12727.9,13062.469,96.73,96.43,0,0.3,122.3,121.76,0,0.54,18,5,13274,0.001666667,7.739166667,0,0.01,0,62.47
04/01/2022,2,12385.5,12771.398,83.42,83.18,0,0.24,112.34,111.94,0,0.4,17,4,12982,0,0,0,0,0,0
04/01/2022,3,12212.1,12701.153,81.56,81.36,0,0.2,110.37,110.01,0,0.36,16,2,12908,0.208333333,5.841666667,0,0.25,0,7.01
04/01/2022,4,12325.6,12772.265,83.93,83.74,0,0.19,103.96,103.63,0,0.33,15,1,12990,0.020833333,0.584166667,0,0.25,0,7.01
04/01/2022,5,12554.4,13155.207,92.1,91.89,0,0.21,136.59,136.05,0,0.54,15,1,13364,0,0,0,0,0,0
04/01/2022,6,13642.8,14062.759,97.57,97.19,0,0.38,135.69,135.18,0,0.51,14,1,14270,0.229166667,25.56583333,0,0.25,0,27.89
04/01/2022,7,15536.7,15549.716,99.75,99.25,0,0.5,179.75,179.1,0,0.65,14,1,15752,0.25,50.08166667,0.25,0.25,27.89,54.52
04/01/2022,8,16521.5,16515.337,123.58,123.05,0,0.53,243.49,242.71,0,0.78,14,2,16738,2.116666667,173.1225,0.25,2.49,54.52,214.15
04/01/2022,9,16337.4,16536.836,112.9,112.45,0.01,0.44,200.35,199.95,0,0.4,15,2,16767,2.49,142.7866667,2.49,2.49,132.36,194.92
04/01/2022,10,15823.9,16036.439,99.82,99.64,0.01,0.17,126.06,126.02,0,0.04,18,2,16246,2.49,74.39333333,2.49,2.49,62.8,132.36
04/01/2022,11,15134.9,15553.976,98.78,98.89,0.01,-0.12,89.99,90.17,0,-0.18,21,2,15765,2.073333333,26.70833333,1.99,2.49,19.49,62.8
04/01/2022,12,14675.2,15199.185,88.87,89.12,0.01,-0.26,86.34,86.68,0,-0.34,24,4,15405,1.906666667,14.66416667,1.89,1.99,13.98,19.49
04/01/2022,13,14381.3,14975.991,71.24,71.52,0,-0.28,78.71,79.11,0,-0.4,27,5,15184,1.973333333,20.3275,1.89,1.99,14.25,21.18
04/01/2022,14,14226.7,14978.449,68.08,68.33,0,-0.25,78.98,79.4,0,-0.42,29,7,15191,0.373333333,19.59166667,0.05,1.99,19.34,20.85
04/01/2022,15,14589.1,15191.308,68.78,69.04,0,-0.26,87.97,88.31,0,-0.34,30,9,15415,1.666666667,23.42083333,0.05,1.99,19.34,31.61
04/01/2022,16,14980.6,15759.71,82.2,82.4,0,-0.2,118.1,118.16,0,-0.06,31,9,15993,1.906666667,17.71,1.89,1.99,16.65,23.01
04/01/2022,17,16317.9,16827.128,99.89,99.71,0,0.18,216.38,216.06,0,0.32,30,10,17072,1.89,109.875,1.89,1.89,16.65,118.35
04/01/2022,18,17130.2,17783.69,125.35,125.05,0,0.3,215.24,214.81,0,0.43,28,11,18035,1.89,117.7916667,1.89,1.89,117.68,118.35
04/01/2022,19,16705.2,17584.308,107.73,107.43,0,0.3,211.47,210.84,0,0.63,28,12,17833,1.973333333,157.8716667,1.89,1.99,117.68,165.91
04/01/2022,20,16297.2,17085.387,97.62,97.39,0,0.23,186.43,185.7,0,0.73,28,12,17317,1.906666667,127.0266667,1.89,1.99,119.25,165.91
04/01/2022,21,15807.8,16396.787,72.67,72.56,0,0.11,162.84,162.08,0,0.76,27,13,16624,1.981666667,99.175,1.89,1.99,97.35,119.25
04/01/2022,22,14674.6,15471.544,84.55,84.64,0,-0.09,155.04,154.52,0,0.52,27,13,15699,1.898333333,136.6016667,1.89,1.99,97.35,140.17
04/01/2022,23,13420.5,14341.33,89.4,89.64,0,-0.24,111.23,111,0,0.23,26,14,14585,0.68,85.045,0.19,1.89,44.74,140.17
04/01/2022,24,12419.6,13354.514,91.19,91.28,0.01,-0.1,129.51,129.25,0.04,0.22,26,15,13587,0.073333333,13.54833333,0.05,0.19,7.31,44.74
05/01/2022,1,12285.7,12723.479,134.02,133.88,0.01,0.13,141.02,140.46,0.21,0.35,26,16,12916,0.013333333,10.51333333,0.01,0.05,8.08,32.05
05/01/2022,2,12020.3,12354.856,113.05,112.91,0.01,0.13,126.09,125.59,0.19,0.31,26,17,12541,0.01,23.51,0.01,0.01,8.08,26.94
05/01/2022,3,11802.1,12194.564,101.37,101.25,0,0.12,122.13,121.64,0.19,0.3,26,18,12376,0.01,13.26,0.01,0.01,10.97,24.71
05/01/2022,4,11782.6,12188.72,107.19,107.08,0.01,0.1,110.32,109.84,0.17,0.31,26,20,12367,0.001666667,14.57833333,0,0.01,8.73,57.42
05/01/2022,5,11942.8,12467.812,111.13,111.09,0.01,0.03,125.36,124.75,0.2,0.41,26,21,12642,0,31.43833333,0,0,8.73,35.98
05/01/2022,6,12730.4,13273.037,109.68,109.43,0.01,0.24,123.19,122.4,0.23,0.56,26,21,13435,0.174166667,17.96666667,0,0.19,15.42,35.98
05/01/2022,7,13640,14555.168,111.28,110.75,0.01,0.52,143.76,142.61,0.32,0.83,27,23,14735,0.245,29.49166667,0.19,0.25,15.42,83.98
05/01/2022,8,15037.5,15424.473,134.39,133.63,0.01,0.75,127.89,126.71,0.35,0.83,30,26,15623,0.083333333,25.18416667,0.05,0.25,21.25,64.26
05/01/2022,9,15154.4,15723.476,136.53,135.74,0.02,0.77,147.25,145.86,0.43,0.96,32,28,15925,0.05,15.30833333,0.05,0.05,14.12,21.25
05/01/2022,10,14932.5,15792.522,138.75,137.81,0.07,0.87,144.81,143.47,0.43,0.91,34,31,15995,0.05,17.955,0.05,0.05,4.28,21.42
05/01/2022,11,15341.5,15820.802,107.56,106.94,0.02,0.6,72.38,72.04,0.01,0.33,36,34,16024,0.151666667,7.579166667,0.01,0.19,6.76,11.02
05/01/2022,12,15264.6,15876.7,92.43,91.74,0.03,0.66,72.78,72.39,0.11,0.28,38,35,16098,0.19,7.0675,0.19,0.19,6.31,11.65
05/01/2022,13,15039.8,15826.746,83.55,82.9,0.02,0.63,80.24,79.75,0.15,0.34,41,38,16045,0.19,5.468333333,0.19,0.19,5.3,6.31
05/01/2022,14,14954.5,15686.31,81,80.34,0.03,0.63,79.51,79.02,0.14,0.35,41,39,15908,0.19,9.806666667,0.19,0.19,5.3,16.98
05/01/2022,15,14913.7,15498.338,77.37,76.76,0.01,0.6,63.49,63.06,0.1,0.33,43,40,15714,0.19,7.581666667,0.19,0.19,7.19,9.54
05/01/2022,16,15222.1,15550.098,70.94,70.48,0,0.46,62.47,62.03,0.11,0.33,43,41,15761,0.073333333,10.775,0.05,0.19,5.31,11.68
05/01/2022,17,15860,16143.205,75.84,75.21,0,0.63,68.68,68.24,0.08,0.36,43,41,16360,0.178333333,6.650833333,0.05,0.19,5.58,12.33
05/01/2022,18,15997,16625.386,88.04,87.14,0.01,0.89,79.13,78.51,0.13,0.49,43,41,16858,0.19,9.411666667,0.19,0.19,5.58,9.76
05/01/2022,19,15691,16249.252,66.98,66.49,0,0.49,69.94,69.42,0.09,0.43,43,41,16470,0.19,10.39333333,0.19,0.19,9.76,10.52
05/01/2022,20,15166.1,15608.131,64.36,63.96,0,0.4,57.68,57.26,0.07,0.35,42,40,15822,0.073333333,11.395,0.05,0.19,10.52,11.57
05/01/2022,21,14485.4,14863.196,67.75,67.3,0,0.45,56.44,56.05,0.09,0.3,42,40,15073,0.05,11.85333333,0.05,0.05,11.57,11.91
05/01/2022,22,13454.3,13953.926,66.78,66.47,0,0.31,59.18,58.88,0.01,0.29,41,39,14154,0.05,8.28,0.05,0.05,7.95,11.91
05/01/2022,23,12425.5,12900.587,60.77,60.51,0,0.26,86.68,86.29,0,0.39,40,37,13095,0.05,15.65,0.05,0.05,7.95,17.19
05/01/2022,24,11485.1,11983.866,57.88,57.74,0,0.14,93.87,93.47,0,0.4,38,35,12166,0.016666667,207.3925,0.01,0.05,17.19,224.72
06/01/2022,1,11927.8,11362.856,66.5,66.44,0,0.06,58.86,58.61,0,0.25,36,35,11536,0.001666667,19.55,0,0.01,0,208.4
06/01/2022,2,11534.6,11011.156,55.96,55.9,0,0.06,37.25,37.07,0,0.18,36,34,11186,0.008333333,5.9,0,0.01,0,7.08
06/01/2022,3,11189.3,10880.735,51.48,51.41,0,0.07,38.54,38.38,0,0.16,36,34,11046,0.01,7.438333333,0.01,0.01,7.08,7.51
06/01/2022,4,11238.7,10943.983,53.37,53.31,0,0.06,37.98,37.84,0,0.14,36,34,11109,0.01,7.176666667,0.01,0.01,7.11,7.51
06/01/2022,5,11536.9,11260.504,54.93,54.91,0,0.02,41.62,41.47,0,0.15,36,33,11433,0.01,8.6025,0.01,0.01,7.11,9.1
06/01/2022,6,12208.7,12164.736,66.19,66.16,0,0.03,54.39,54.16,0.03,0.2,35,31,12341,0.16,8.658333333,0.01,0.19,8.57,9.1
06/01/2022,7,13686.8,13572.689,77.11,76.92,0,0.19,56.59,56.38,0.04,0.17,34,30,13773,0.19,10.75333333,0.19,0.19,8.82,11.14
06/01/2022,8,14134.8,14537.188,90.55,90.57,0,-0.02,84.84,84.55,0.09,0.2,35,29,14749,0.865,24.93166667,0.19,1,11.14,27.69
06/01/2022,9,14342.4,14698.831,82.45,82.51,0,-0.06,53.23,53.06,0.03,0.14,34,27,14931,0.3125,9.705,0.25,1,8.07,27.69
06/01/2022,10,14081.4,14492.662,73.95,74,0.01,-0.06,40.61,40.53,0.01,0.07,35,27,14711,0.05,8.646666667,0.01,0.25,7.47,20.99
06/01/2022,11,13294.8,14342.028,94.46,94.31,0,0.15,77.02,76.99,0.01,0.02,36,25,14541,0.043333333,7.27,0.01,0.05,7.23,7.47
06/01/2022,12,13252.6,14425.284,85.61,85.55,0,0.06,82.32,82.25,0.07,0,36,22,14627,0.05,7.675833333,0.05,0.05,7.51,9.5
06/01/2022,13,13092,14482.182,83.54,83.38,0.01,0.15,87.09,86.89,0.08,0.12,36,20,14680,0.05,7.16,0.05,0.05,7.09,7.51
06/01/2022,14,13258.6,14431.267,84.04,83.86,0,0.18,76.96,76.79,0.01,0.16,37,19,14641,0.05,15.09833333,0.05,0.05,7.09,16.7
06/01/2022,15,13569.2,14476.987,89.87,89.83,0,0.04,77.67,77.5,0.01,0.16,36,19,14681,0.05,8.851666667,0.05,0.05,6.8,16.7
06/01/2022,16,14060.1,14932.838,108.26,108.15,0,0.11,93.91,93.67,0,0.24,36,18,15156,0.05,8.1,0.05,0.05,6.8,8.36
06/01/2022,17,15380.7,15906.321,125.64,125.12,0,0.52,121.61,121.2,0,0.41,34,17,16135,0.016666667,12.13666667,0.01,0.05,8.36,23.08
06/01/2022,18,16028.2,16796.268,161.23,160.88,0,0.35,198.39,197.67,0,0.72,32,17,17037,0.085,39.90916667,0.01,0.1,11.42,82.09
06/01/2022,19,15947.8,16609.851,155.03,154.8,0,0.23,164.39,163.85,0,0.54,32,17,16852,0.1,41.24,0.1,0.1,38.54,41.78
06/01/2022,20,15786.4,16135.063,155.23,155.09,0,0.14,113.03,112.61,0,0.42,31,17,16375,0.025,16.09666667,0.01,0.1,10.96,41.78
06/01/2022,21,15286.3,15502.137,123.04,122.77,0,0.27,94.04,93.7,0,0.34,31,18,15732,0.01,3.151666667,0.01,0.01,1.59,10.96
06/01/2022,22,14448.9,14654.788,114.71,114.5,0,0.21,85.34,85.01,0,0.33,31,18,14881,0.043333333,8.253333333,0.01,0.05,1.59,23.85
06/01/2022,23,13475,13669.618,99.81,99.78,0,0.03,77.29,77.03,0,0.26,31,18,13879,0.05,7.485,0.05,0.05,7.36,7.51
06/01/2022,24,12418.8,12770.479,103.32,103.46,0,-0.14,75.88,75.72,0,0.16,30,18,12965,0.016666667,22.20083333,0.01,0.05,9.5,42.71
07/01/2022,1,11749,12094.078,97.56,97.74,0,-0.18,77.89,77.81,0,0.08,30,18,12284,0.043333333,23.33583333,0.01,0.05,12.69,131.71
07/01/2022,2,11590.9,11712.87,83.11,83.22,0,-0.11,84.4,84.35,0,0.05,31,19,11892,0.155,13.96333333,0.05,0.19,10.97,43.45
07/01/2022,3,11393.7,11563.139,82.49,82.6,0,-0.11,83.39,83.35,0,0.04,30,19,11748,0.031666667,1.686666667,0,0.19,0,10.97
07/01/2022,4,11570.7,11606.82,82.7,82.82,0,-0.12,86.32,86.29,0,0.03,28,22,11811,0,0,0,0,0,0
07/01/2022,5,11424.2,11944.011,81.98,82.14,0,-0.16,71.08,71.05,0,0.03,28,24,12161,0,0,0,0,0,0
07/01/2022,6,12251.5,12634.648,100.14,100.28,0,-0.14,70.45,70.33,0,0.12,27,24,12881,0.045833333,27.45666667,0,0.05,0,30.7
07/01/2022,7,13656.4,13615.141,150,149.69,0,0.31,72.68,72.49,0,0.19,27,25,13874,0.833333333,35.79,0.05,0.99,30.7,36.28
07/01/2022,8,14985.2,14549.485,155,154.64,0,0.36,92.37,92.14,0,0.23,27,25,14812,0.373333333,27.53333333,0.25,0.99,24.66,47.52
07/01/2022,9,15373,15261.45,166.65,166.23,0,0.42,150.93,150.7,0,0.23,27,24,15515,0.25,25.92166667,0.25,0.25,24.66,26.1
07/01/2022,10,15458.5,15832.929,165.65,165.21,0,0.44,179.37,179.02,0,0.35,27,25,16091,0.041666667,140.79,0,0.25,26.03,151.45
07/01/2022,11,15064.2,16160.639,188,187.53,0,0.47,223.2,222.77,0,0.43,28,25,16420,0.66,142.6133333,0,0.99,57.38,485
07/01/2022,12,15045.3,16313.65,187.04,186.49,0,0.55,256.37,255.71,0,0.66,28,24,16556,0.99,191.3066667,0.99,0.99,57.38,436.9
07/01/2022,13,14769.2,16327.693,170,169.38,0.01,0.61,244.96,243.95,0.01,1,29,23,16561,0.99,167.1141667,0.99,0.99,159.71,214.49
07/01/2022,14,14493.3,16254.476,156.6,155.83,0.05,0.72,209.72,208.57,0.09,1.06,29,22,16494,0.99,123.9008333,0.99,0.99,118.41,159.71
07/01/2022,15,14427.4,16076.687,152.05,151.16,0.12,0.77,174.14,172.85,0.2,1.09,29,22,16306,0.99,32.65166667,0.99,0.99,15.5,118.41
07/01/2022,16,14658,16020.824,148.48,147.52,0.07,0.89,161.63,160.31,0.22,1.1,30,22,16240,0.285,14.51416667,0.05,0.99,9.97,34.47
07/01/2022,17,15203.2,16546.211,159.05,157.8,0.08,1.17,164.96,163.44,0.24,1.28,29,20,16777,0.05,11.65666667,0.05,0.05,9.97,11.81
07/01/2022,18,15846.4,17334.134,184.72,183.09,0.11,1.52,272.55,269.79,0.41,2.35,29,19,17578,0.091666667,62.11916667,0.05,0.1,11.81,148.31
07/01/2022,19,15697.7,17006.467,173.06,171.45,0.11,1.5,196.62,194.61,0.33,1.68,28,18,17258,0.016666667,151.655,0,0.1,48.6,167.7
07/01/2022,20,15399.6,16451.917,171.19,169.6,0.12,1.47,151.73,150.06,0.27,1.4,27,16,16699,0.833333333,32.91666667,0,1,5.96,167.7
07/01/2022,21,14981.4,15833.369,162.15,160.7,0.17,1.28,139.76,138.27,0.27,1.22,26,14,16081,0.208333333,10.45583333,0.05,1,5.96,22.61
07/01/2022,22,14309.6,15133.169,156.5,155.13,0.16,1.21,131.84,130.47,0.27,1.1,24,13,15369,0.008333333,46.27416667,0,0.05,6.3,53.93
07/01/2022,23,13343.7,14326.933,156.14,154.99,0.19,0.96,125.56,124.22,0.31,1.03,23,10,14537,0.041666667,20.88833333,0,0.05,14.28,53.93
07/01/2022,24,12500.2,13482.513,141.5,140.36,0.15,0.99,127.59,126.23,0.33,1.03,21,9,13705,0.166666667,52.16333333,0.05,0.19,14.28,56.88
08/01/2022,1,12320.3,12920.982,152.51,151.38,0.03,1.1,139.1,135.81,2.05,1.24,20,8,13141,0.0475,82.39083333,0,0.19,27.11,91.92
08/01/2022,2,12128.7,12582.611,134.05,133.06,0.03,0.96,115.11,112.81,1.25,1.05,20,8,12798,0,15.32,0,0,0,91.92
