Date,Hr_End,DA_Demand,Dry_Bulb
19/10/2021,24,9499.4,53
20/10/2021,1,9267.9,51
20/10/2021,2,9115.1,52
20/10/2021,3,8957.5,52
20/10/2021,4,9031.1,53
20/10/2021,5,8963.3,54
20/10/2021,6,9349.5,54
20/10/2021,7,11014.1,52
20/10/2021,8,12220.4,51
20/10/2021,9,12220.4,53
20/10/2021,10,11717.5,58
20/10/2021,11,11405.5,61
20/10/2021,12,11137.2,64
20/10/2021,13,11315.8,68
20/10/2021,14,11458.3,70
20/10/2021,15,11611.5,72
20/10/2021,16,11929.4,73
20/10/2021,17,12643.0,70
20/10/2021,18,13838.1,69
20/10/2021,19,14650.4,65
20/10/2021,20,14112.4,62
20/10/2021,21,12894.9,60
20/10/2021,22,11752.3,60
20/10/2021,23,10674.1,60
20/10/2021,24,9666.1,61
21/10/2021,1,9387.3,61
21/10/2021,2,9568.4,60
21/10/2021,3,9411.4,59
21/10/2021,4,9274.0,57
21/10/2021,5,9453.5,58
21/10/2021,6,10135.0,57
21/10/2021,7,11443.2,56
21/10/2021,8,12646.5,55
21/10/2021,9,12519.5,55
21/10/2021,10,11747.2,59
21/10/2021,11,11561.8,62
21/10/2021,12,11386.1,66
21/10/2021,13,11640.9,69
21/10/2021,14,11912.8,71
21/10/2021,15,12460.2,71
21/10/2021,16,12768.7,71
21/10/2021,17,13439.1,72
21/10/2021,18,14314.4,69
21/10/2021,19,14650.5,67
21/10/2021,20,14116.3,64
21/10/2021,21,12963.0,62
21/10/2021,22,11958.9,61
21/10/2021,23,10943.8,60
21/10/2021,24,9795.0,60
22/10/2021,1,9721.4,59
22/10/2021,2,9838.5,59
22/10/2021,3,9871.4,59
22/10/2021,4,9717.0,58
22/10/2021,5,9829.4,59
22/10/2021,6,10221.3,59
22/10/2021,7,11360.8,60
22/10/2021,8,12266.3,59
22/10/2021,9,12359.3,60
22/10/2021,10,11787.6,62
22/10/2021,11,11771.6,64
22/10/2021,12,11798.1,66
22/10/2021,13,12027.5,68
22/10/2021,14,12190.7,68
22/10/2021,15,12245.1,69
22/10/2021,16,12507.4,68
22/10/2021,17,12912.7,67
22/10/2021,18,13307.5,66
22/10/2021,19,13293.9,63
22/10/2021,20,12931.0,61
22/10/2021,21,12351.5,59
22/10/2021,22,11595.0,57
22/10/2021,23,10672.1,55
22/10/2021,24,9784.9,53
23/10/2021,1,9540.8,52
23/10/2021,2,9587.0,51
23/10/2021,3,9682.2,51
23/10/2021,4,9578.0,49
23/10/2021,5,9577.6,48
23/10/2021,6,9807.8,47
23/10/2021,7,10176.2,46
23/10/2021,8,10845.9,45
23/10/2021,9,11337.4,45
23/10/2021,10,11318.7,48
23/10/2021,11,11362.5,49
23/10/2021,12,11015.7,50
23/10/2021,13,10825.5,53
23/10/2021,14,10747.3,55
23/10/2021,15,10680.9,57
23/10/2021,16,10710.1,57
23/10/2021,17,11442.2,57
23/10/2021,18,12206.1,56
23/10/2021,19,12576.0,54
23/10/2021,20,11988.3,52
23/10/2021,21,11547.1,51
23/10/2021,22,11009.6,50
23/10/2021,23,10314.6,49
23/10/2021,24,9551.9,48
24/10/2021,1,9476.6,47
24/10/2021,2,9240.1,45
24/10/2021,3,9565.8,44
24/10/2021,4,9427.6,43
24/10/2021,5,9410.2,41
24/10/2021,6,9477.8,41
24/10/2021,7,10257.5,40
24/10/2021,8,10497.5,38
24/10/2021,9,10586.3,40
24/10/2021,10,10323.4,44
24/10/2021,11,10054.9,48
24/10/2021,12,10004.5,50
24/10/2021,13,9616.7,52
24/10/2021,14,9911.4,54
24/10/2021,15,9963.1,56
24/10/2021,16,10231.1,57
24/10/2021,17,11250.8,57
24/10/2021,18,12261.4,56
24/10/2021,19,12982.4,53
24/10/2021,20,12419.4,51
24/10/2021,21,11825.6,50
24/10/2021,22,11146.3,50
24/10/2021,23,10357.0,50
24/10/2021,24,9519.9,50
25/10/2021,1,9010.6,50
25/10/2021,2,9002.9,49
25/10/2021,3,8962.7,49
25/10/2021,4,8923.5,49
25/10/2021,5,8883.0,49
25/10/2021,6,9940.7,49
25/10/2021,7,11758.1,49
25/10/2021,8,12993.8,49
25/10/2021,9,13396.6,50
25/10/2021,10,13923.9,50
25/10/2021,11,13831.7,51
25/10/2021,12,13868.4,51
25/10/2021,13,13709.3,52
25/10/2021,14,13649.7,52
25/10/2021,15,13327.5,52
25/10/2021,16,13455.2,52
25/10/2021,17,13775.6,52
25/10/2021,18,14659.0,52
25/10/2021,19,14657.7,52
25/10/2021,20,13890.5,51
25/10/2021,21,13285.6,51
25/10/2021,22,12078.0,50
25/10/2021,23,11168.0,50
25/10/2021,24,9955.5,49
26/10/2021,1,9680.3,50
26/10/2021,2,9826.8,50
26/10/2021,3,9691.3,50
26/10/2021,4,9730.6,50
26/10/2021,5,9738.4,50
26/10/2021,6,10234.6,50
26/10/2021,7,11700.8,50
26/10/2021,8,13240.8,51
26/10/2021,9,13423.4,52
26/10/2021,10,13693.9,53
26/10/2021,11,13472.1,53
26/10/2021,12,13763.6,54
26/10/2021,13,13716.4,55
26/10/2021,14,13584.9,56
26/10/2021,15,13249.0,56
26/10/2021,16,13185.5,57
26/10/2021,17,13169.4,57
26/10/2021,18,13900.4,56
26/10/2021,19,13983.3,55
26/10/2021,20,13316.5,54
26/10/2021,21,12594.5,53
26/10/2021,22,11593.8,53
26/10/2021,23,10552.3,52
26/10/2021,24,9237.7,51
27/10/2021,1,9720.6,50
27/10/2021,2,9741.9,50
27/10/2021,3,9747.5,51
27/10/2021,4,9670.4,51
27/10/2021,5,9692.1,52
27/10/2021,6,9806.0,52
27/10/2021,7,11205.6,51
27/10/2021,8,12695.9,51
27/10/2021,9,12811.3,50
27/10/2021,10,12977.1,50
27/10/2021,11,12951.3,50
27/10/2021,12,12954.6,50
27/10/2021,13,12818.7,50
27/10/2021,14,12609.0,50
27/10/2021,15,12556.2,51
27/10/2021,16,12548.5,51
27/10/2021,17,12538.4,51
27/10/2021,18,13458.5,51
27/10/2021,19,13594.7,51
27/10/2021,20,13016.4,50
27/10/2021,21,12350.6,50
27/10/2021,22,11591.0,50
27/10/2021,23,10514.1,51
27/10/2021,24,9220.7,50
28/10/2021,1,9410.6,49
28/10/2021,2,9586.8,47
28/10/2021,3,9530.6,47
28/10/2021,4,9314.1,47
28/10/2021,5,9419.2,46
28/10/2021,6,9714.7,45
28/10/2021,7,11452.1,45
28/10/2021,8,12560.9,44
28/10/2021,9,12467.6,45
28/10/2021,10,11784.1,45
28/10/2021,11,11721.3,47
28/10/2021,12,11776.5,48
28/10/2021,13,11681.3,49
28/10/2021,14,11562.5,50
28/10/2021,15,11686.8,51
28/10/2021,16,11953.2,52
28/10/2021,17,12471.3,51
28/10/2021,18,13252.5,50
28/10/2021,19,13650.9,48
28/10/2021,20,12957.7,46
28/10/2021,21,12596.3,44
28/10/2021,22,11949.4,42
28/10/2021,23,10798.0,41
28/10/2021,24,9809.2,40
29/10/2021,1,9785.3,39
29/10/2021,2,9737.9,38
29/10/2021,3,9736.3,39
29/10/2021,4,9681.6,37
29/10/2021,5,9594.1,39
29/10/2021,6,10201.2,39
29/10/2021,7,11818.6,38
29/10/2021,8,13046.3,38
29/10/2021,9,13064.5,39
29/10/2021,10,12272.6,41
29/10/2021,11,12096.7,43
29/10/2021,12,12042.4,45
29/10/2021,13,11866.2,49
29/10/2021,14,11886.4,50
29/10/2021,15,11834.7,50
29/10/2021,16,11995.0,51
29/10/2021,17,12540.9,51
29/10/2021,18,13168.0,50
29/10/2021,19,13645.3,49
29/10/2021,20,13167.6,48
29/10/2021,21,12513.7,48
29/10/2021,22,11953.5,47
29/10/2021,23,11078.1,47
29/10/2021,24,10121.3,47
30/10/2021,1,9835.2,48
30/10/2021,2,9669.9,48
30/10/2021,3,9644.5,48
30/10/2021,4,9515.8,48
30/10/2021,5,9579.1,48
30/10/2021,6,9633.9,48
30/10/2021,7,10062.2,49
30/10/2021,8,10678.4,49
30/10/2021,9,11463.9,50
30/10/2021,10,12028.2,51
30/10/2021,11,12360.9,52
30/10/2021,12,12524.2,54
30/10/2021,13,12291.9,55
30/10/2021,14,12182.6,56
30/10/2021,15,12018.4,57
30/10/2021,16,12157.5,58
30/10/2021,17,12496.5,57
30/10/2021,18,12807.5,57
30/10/2021,19,12886.7,57
30/10/2021,20,12070.6,56
30/10/2021,21,11432.4,57
30/10/2021,22,10795.5,57
30/10/2021,23,9946.5,57
30/10/2021,24,9147.6,56
31/10/2021,1,9189.4,56
31/10/2021,2,9134.1,56
31/10/2021,3,9377.4,56
31/10/2021,4,9208.9,55
31/10/2021,5,9160.2,55
31/10/2021,6,9014.9,54
31/10/2021,7,9415.2,54
31/10/2021,8,9896.5,55
31/10/2021,9,10397.0,55
31/10/2021,10,10584.5,56
31/10/2021,11,10810.7,58
31/10/2021,12,10678.7,60
31/10/2021,13,10539.2,62
31/10/2021,14,10596.2,63
31/10/2021,15,10516.5,64
31/10/2021,16,10793.9,64
31/10/2021,17,11537.3,64
31/10/2021,18,11770.5,62
31/10/2021,19,11906.2,59
31/10/2021,20,11675.8,58
31/10/2021,21,11468.5,57
31/10/2021,22,11104.0,56
31/10/2021,23,10578.8,56
31/10/2021,24,9801.0,54
01/11/2021,1,9570.5,54
01/11/2021,2,9075.5,53
01/11/2021,3,8929.7,53
01/11/2021,4,8936.2,51
01/11/2021,5,9068.8,50
01/11/2021,6,9622.2,49
01/11/2021,7,11256.5,49
01/11/2021,8,12244.6,49
01/11/2021,9,11923.2,50
01/11/2021,10,11297.2,53
01/11/2021,11,11168.5,55
01/11/2021,12,11199.7,57
01/11/2021,13,11365.3,58
01/11/2021,14,11439.8,58
01/11/2021,15,11609.3,58
01/11/2021,16,11816.6,58
01/11/2021,17,12390.6,57
01/11/2021,18,13435.1,55
01/11/2021,19,13964.1,53
01/11/2021,20,13296.8,50
01/11/2021,21,12854.0,48
01/11/2021,22,12034.4,46
01/11/2021,23,10905.2,45
01/11/2021,24,10018.6,44
02/11/2021,1,9944.7,43
02/11/2021,2,9637.0,43
02/11/2021,3,9512.8,43
02/11/2021,4,9497.7,44
02/11/2021,5,9723.7,43
02/11/2021,6,10354.4,43
02/11/2021,7,12296.5,43
02/11/2021,8,13231.2,43
02/11/2021,9,13091.9,42
02/11/2021,10,12755.6,46
02/11/2021,11,12646.7,48
02/11/2021,12,12425.3,51
02/11/2021,13,12350.5,54
02/11/2021,14,12377.1,54
02/11/2021,15,12499.4,54
02/11/2021,16,12760.1,53
02/11/2021,17,13131.7,53
02/11/2021,18,14024.3,52
02/11/2021,19,14323.2,50
02/11/2021,20,13606.3,50
02/11/2021,21,12895.7,49
02/11/2021,22,12217.9,49
02/11/2021,23,11164.7,48
02/11/2021,24,10236.9,46
03/11/2021,1,10181.3,45
03/11/2021,2,10152.0,43
03/11/2021,3,10119.0,42
03/11/2021,4,10065.9,39
03/11/2021,5,10358.9,38
03/11/2021,6,11062.9,37
03/11/2021,7,12363.6,37
03/11/2021,8,13368.4,36
03/11/2021,9,13278.7,36
03/11/2021,10,12468.2,40
03/11/2021,11,12039.8,44
03/11/2021,12,11770.2,46
03/11/2021,13,11378.7,48
03/11/2021,14,11641.6,49
03/11/2021,15,11827.8,50
03/11/2021,16,11975.8,49
03/11/2021,17,12699.8,49
03/11/2021,18,13620.9,48
03/11/2021,19,14139.4,46
03/11/2021,20,13380.1,43
03/11/2021,21,13134.0,41
03/11/2021,22,12399.0,39
03/11/2021,23,11233.5,38
03/11/2021,24,10437.8,37
04/11/2021,1,10438.2,37
04/11/2021,2,10374.6,36
04/11/2021,3,10558.6,33
04/11/2021,4,10566.9,34
04/11/2021,5,10623.2,33
04/11/2021,6,11280.6,33
04/11/2021,7,12837.1,33
04/11/2021,8,13986.5,31
04/11/2021,9,13945.3,30
04/11/2021,10,13211.2,37
04/11/2021,11,12488.0,41
04/11/2021,12,11931.6,43
04/11/2021,13,11762.8,45
04/11/2021,14,11874.8,47
04/11/2021,15,12091.1,47
04/11/2021,16,12479.8,47
04/11/2021,17,13013.0,47
04/11/2021,18,14096.5,46
04/11/2021,19,14514.8,44
04/11/2021,20,13864.0,41
04/11/2021,21,13437.3,41
04/11/2021,22,12611.9,40
04/11/2021,23,11908.4,39
04/11/2021,24,11110.1,38
05/11/2021,1,11140.2,38
05/11/2021,2,11056.5,37
05/11/2021,3,11288.1,35
05/11/2021,4,11098.4,35
05/11/2021,5,10450.4,34
05/11/2021,6,11137.2,34
05/11/2021,7,12704.1,32
05/11/2021,8,13629.8,32
05/11/2021,9,13458.2,33
05/11/2021,10,12665.3,38
05/11/2021,11,12047.5,41
05/11/2021,12,11502.5,45
05/11/2021,13,11415.9,47
05/11/2021,14,11365.7,48
05/11/2021,15,11496.1,49
05/11/2021,16,11791.7,49
05/11/2021,17,12335.1,49
05/11/2021,18,13166.0,48
05/11/2021,19,13562.7,45
05/11/2021,20,13021.9,42
05/11/2021,21,12639.5,40
05/11/2021,22,12440.5,38
05/11/2021,23,11364.9,36
05/11/2021,24,10671.7,36
06/11/2021,1,10755.0,35
06/11/2021,2,10606.6,33
06/11/2021,3,10499.1,32
06/11/2021,4,10432.9,32
06/11/2021,5,10541.6,31
06/11/2021,6,10856.2,32
06/11/2021,7,11537.2,31
06/11/2021,8,12348.1,30
06/11/2021,9,12658.9,31
06/11/2021,10,11902.0,35
06/11/2021,11,11367.2,41
06/11/2021,12,10813.8,45
06/11/2021,13,10662.8,47
06/11/2021,14,10824.2,49
06/11/2021,15,10879.1,50
06/11/2021,16,10871.5,51
06/11/2021,17,11711.7,50
06/11/2021,18,12984.6,49
06/11/2021,19,13465.2,46
06/11/2021,20,13009.9,42
06/11/2021,21,12338.9,41
06/11/2021,22,11939.7,39
06/11/2021,23,11216.1,37
06/11/2021,24,10570.6,36
07/11/2021,1,10285.0,34
07/11/2021,2,9781.8,33
07/11/2021,3,9891.3,33
07/11/2021,4,9900.2,32
07/11/2021,5,9980.1,32
07/11/2021,6,10128.1,30
07/11/2021,7,10886.9,29
07/11/2021,8,11582.1,30
07/11/2021,9,11688.2,33
07/11/2021,10,11094.7,41
07/11/2021,11,10686.7,45
07/11/2021,12,10523.9,48
07/11/2021,13,10397.4,51
07/11/2021,14,10559.3,53
07/11/2021,15,10776.6,54
07/11/2021,16,11281.3,54
07/11/2021,17,13007.6,52
07/11/2021,18,14165.9,48
07/11/2021,19,13228.3,46
07/11/2021,20,12624.2,41
07/11/2021,21,12161.2,40
07/11/2021,22,11543.4,41
07/11/2021,23,10699.9,40
07/11/2021,24,10225.4,37
08/11/2021,1,9999.7,38
08/11/2021,2,9729.3,40
08/11/2021,3,9659.3,37
08/11/2021,4,9917.0,37
08/11/2021,5,9933.3,37
08/11/2021,6,10579.4,36
08/11/2021,7,12270.9,35
08/11/2021,8,13282.8,37
08/11/2021,9,12646.8,43
08/11/2021,10,11994.9,48
08/11/2021,11,11519.8,53
08/11/2021,12,11536.4,58
08/11/2021,13,11339.9,60
08/11/2021,14,11651.5,61
08/11/2021,15,11833.5,61
08/11/2021,16,12108.8,60
08/11/2021,17,13743.2,59
08/11/2021,18,14740.3,55
08/11/2021,19,13889.7,51
08/11/2021,20,13319.0,49
08/11/2021,21,12656.0,46
08/11/2021,22,11762.9,46
08/11/2021,23,11071.2,44
08/11/2021,24,10376.4,44
09/11/2021,1,10294.3,42
09/11/2021,2,10149.3,42
09/11/2021,3,10101.9,40
09/11/2021,4,10276.2,40
09/11/2021,5,10262.1,38
09/11/2021,6,10993.8,39
09/11/2021,7,12107.8,39
09/11/2021,8,13035.3,39
09/11/2021,9,12389.5,45
09/11/2021,10,11916.8,50
09/11/2021,11,11676.9,55
09/11/2021,12,11459.9,60
09/11/2021,13,11441.0,63
09/11/2021,14,11807.0,65
09/11/2021,15,11921.2,67
09/11/2021,16,12433.7,67
09/11/2021,17,13658.8,64
09/11/2021,18,14645.4,59
09/11/2021,19,13619.0,56
09/11/2021,20,13107.1,55
09/11/2021,21,12592.0,55
09/11/2021,22,11755.5,55
09/11/2021,23,10630.4,54
09/11/2021,24,10273.3,53
10/11/2021,1,10411.8,53
10/11/2021,2,10497.0,53
10/11/2021,3,10133.1,52
10/11/2021,4,10346.9,52
10/11/2021,5,10324.3,51
10/11/2021,6,10924.4,51
10/11/2021,7,12035.0,51
10/11/2021,8,13114.3,51
10/11/2021,9,12609.9,51
10/11/2021,10,12036.0,52
10/11/2021,11,11758.1,56
10/11/2021,12,11440.2,57
10/11/2021,13,11416.0,58
10/11/2021,14,11531.9,60
10/11/2021,15,11723.3,61
10/11/2021,16,12296.9,60
10/11/2021,17,13282.7,58
10/11/2021,18,14602.8,53
10/11/2021,19,13830.4,51
10/11/2021,20,13369.6,49
10/11/2021,21,12885.6,47
10/11/2021,22,11901.0,46
10/11/2021,23,11127.8,44
10/11/2021,24,10194.2,42
11/11/2021,1,10037.4,42
11/11/2021,2,9754.5,39
11/11/2021,3,9717.9,38
11/11/2021,4,10014.0,37
11/11/2021,5,9991.8,36
11/11/2021,6,10316.4,36
11/11/2021,7,11404.2,34
11/11/2021,8,12075.8,35
11/11/2021,9,12020.0,41
11/11/2021,10,11654.0,45
11/11/2021,11,11337.1,49
11/11/2021,12,11264.1,51
11/11/2021,13,11256.8,53
11/11/2021,14,11485.1,54
11/11/2021,15,11893.0,54
11/11/2021,16,12727.3,54
11/11/2021,17,13706.4,53
11/11/2021,18,14410.7,51
11/11/2021,19,14103.8,50
11/11/2021,20,13228.7,50
11/11/2021,21,12632.9,49
11/11/2021,22,11958.6,50
11/11/2021,23,10631.4,50
11/11/2021,24,9646.4,50
12/11/2021,1,9461.8,50
12/11/2021,2,9376.1,50
12/11/2021,3,9169.2,50
12/11/2021,4,9145.3,50
12/11/2021,5,9430.2,50
12/11/2021,6,10229.1,51
12/11/2021,7,11225.7,51
12/11/2021,8,12159.0,51
12/11/2021,9,12905.4,52
12/11/2021,10,13114.8,55
12/11/2021,11,13337.6,56
12/11/2021,12,13299.2,58
12/11/2021,13,13199.3,59
12/11/2021,14,13131.7,60
12/11/2021,15,13032.8,59
12/11/2021,16,13324.1,59
12/11/2021,17,13717.0,59
12/11/2021,18,14304.0,58
12/11/2021,19,13312.7,56
12/11/2021,20,12579.3,55
12/11/2021,21,12138.5,53
12/11/2021,22,11313.1,51
12/11/2021,23,10206.2,50
12/11/2021,24,8943.9,46
13/11/2021,1,9510.7,45
13/11/2021,2,9213.1,43
13/11/2021,3,9072.1,41
13/11/2021,4,9085.7,41
13/11/2021,5,9264.0,40
13/11/2021,6,9670.2,40
13/11/2021,7,10413.5,39
13/11/2021,8,11021.8,39
13/11/2021,9,11229.7,39
13/11/2021,10,10490.7,45
13/11/2021,11,10105.8,49
13/11/2021,12,10028.1,52
13/11/2021,13,10206.6,55
13/11/2021,14,10492.4,58
13/11/2021,15,10865.3,58
13/11/2021,16,11682.4,56
13/11/2021,17,13005.1,54
13/11/2021,18,13659.1,50
13/11/2021,19,13202.4,47
13/11/2021,20,12313.1,45
13/11/2021,21,11834.2,43
13/11/2021,22,11374.1,41
13/11/2021,23,10951.9,40
13/11/2021,24,10090.2,39
14/11/2021,1,9871.6,38
14/11/2021,2,9793.3,38
14/11/2021,3,9905.7,38
14/11/2021,4,9997.9,37
14/11/2021,5,9855.4,37
14/11/2021,6,9875.3,36
14/11/2021,7,10147.9,36
14/11/2021,8,10650.4,36
14/11/2021,9,10334.8,39
14/11/2021,10,10046.7,42
14/11/2021,11,9985.2,45
14/11/2021,12,10307.8,47
14/11/2021,13,10642.8,48
14/11/2021,14,10787.6,48
14/11/2021,15,11294.1,48
14/11/2021,16,12122.3,47
14/11/2021,17,13543.3,47
14/11/2021,18,14437.4,45
14/11/2021,19,13767.2,44
14/11/2021,20,13103.1,44
14/11/2021,21,12545.2,43
14/11/2021,22,11952.3,44
14/11/2021,23,11181.1,43
14/11/2021,24,10490.4,43
15/11/2021,1,10212.0,42
15/11/2021,2,9864.8,41
15/11/2021,3,9863.3,41
15/11/2021,4,9800.1,40
15/11/2021,5,10131.7,39
15/11/2021,6,11223.8,39
15/11/2021,7,12738.1,38
15/11/2021,8,13685.8,37
15/11/2021,9,13589.3,38
15/11/2021,10,13454.3,41
15/11/2021,11,13359.5,43
15/11/2021,12,13101.3,44
15/11/2021,13,12916.2,45
15/11/2021,14,12804.8,46
15/11/2021,15,12953.1,46
15/11/2021,16,13424.8,46
15/11/2021,17,14351.4,45
15/11/2021,18,15153.1,43
15/11/2021,19,14729.1,42
15/11/2021,20,14067.0,41
15/11/2021,21,13397.0,41
15/11/2021,22,12699.2,40
15/11/2021,23,11494.0,39
15/11/2021,24,10587.7,39
16/11/2021,1,10457.8,38
16/11/2021,2,10183.5,37
16/11/2021,3,10138.9,37
16/11/2021,4,10195.7,36
16/11/2021,5,10189.6,36
16/11/2021,6,11348.0,35
16/11/2021,7,12950.0,35
16/11/2021,8,13484.1,35
16/11/2021,9,13232.0,37
16/11/2021,10,12015.6,39
16/11/2021,11,11580.6,42
16/11/2021,12,11529.3,44
16/11/2021,13,11467.2,45
16/11/2021,14,11567.0,45
16/11/2021,15,12164.6,45
16/11/2021,16,12793.0,45
16/11/2021,17,14071.9,43
16/11/2021,18,15261.1,42
16/11/2021,19,14715.0,41
16/11/2021,20,14065.5,40
16/11/2021,21,13535.3,40
16/11/2021,22,12619.1,38
16/11/2021,23,11648.4,37
16/11/2021,24,10679.7,36
17/11/2021,1,10875.3,35
17/11/2021,2,10599.1,34
17/11/2021,3,10455.4,32
17/11/2021,4,10558.6,32
17/11/2021,5,10624.4,31
17/11/2021,6,11766.3,31
17/11/2021,7,13473.7,30
17/11/2021,8,14358.7,30
17/11/2021,9,13819.9,33
17/11/2021,10,13165.1,37
17/11/2021,11,12731.5,40
17/11/2021,12,12594.1,42
17/11/2021,13,12516.2,42
17/11/2021,14,12749.2,44
17/11/2021,15,12844.4,46
17/11/2021,16,13472.4,46
17/11/2021,17,14386.6,46
17/11/2021,18,15205.8,46
17/11/2021,19,14345.9,45
17/11/2021,20,13802.5,46
17/11/2021,21,13245.1,47
17/11/2021,22,12103.8,47
17/11/2021,23,10902.9,48
17/11/2021,24,10261.3,49
18/11/2021,1,9826.9,49
18/11/2021,2,9916.3,49
18/11/2021,3,9775.0,49
18/11/2021,4,9830.9,49
18/11/2021,5,9923.2,50
18/11/2021,6,10173.1,50
18/11/2021,7,11870.1,49
18/11/2021,8,12358.4,49
18/11/2021,9,12056.9,51
18/11/2021,10,12052.4,54
18/11/2021,11,11597.9,58
18/11/2021,12,11533.7,61
18/11/2021,13,11578.8,63
18/11/2021,14,11757.1,66
18/11/2021,15,11817.1,67
18/11/2021,16,12795.5,65
18/11/2021,17,13578.1,63
18/11/2021,18,14032.5,60
18/11/2021,19,13300.5,59
18/11/2021,20,12771.7,58
18/11/2021,21,12173.1,58
18/11/2021,22,11316.6,56
18/11/2021,23,10169.4,54
18/11/2021,24,9356.6,51
19/11/2021,1,10429.5,48
19/11/2021,2,10182.0,45
19/11/2021,3,10023.1,43
19/11/2021,4,10042.4,42
19/11/2021,5,10211.9,41
19/11/2021,6,10492.0,40
19/11/2021,7,11864.4,40
19/11/2021,8,12678.2,39
19/11/2021,9,12265.9,41
19/11/2021,10,11659.5,42
19/11/2021,11,11003.4,43
19/11/2021,12,11084.6,44
19/11/2021,13,11040.3,44
19/11/2021,14,11401.6,45
19/11/2021,15,11769.2,44
19/11/2021,16,12661.4,45
19/11/2021,17,13783.3,42
19/11/2021,18,14658.2,41
19/11/2021,19,13861.0,40
19/11/2021,20,13480.0,39
19/11/2021,21,12994.8,38
19/11/2021,22,12450.9,37
19/11/2021,23,11714.8,36
19/11/2021,24,10808.9,35
20/11/2021,1,10775.4,33
20/11/2021,2,10617.3,32
20/11/2021,3,10530.4,33
20/11/2021,4,10494.2,32
20/11/2021,5,10564.1,31
20/11/2021,6,10705.2,30
20/11/2021,7,11593.1,29
20/11/2021,8,12144.8,29
20/11/2021,9,12093.9,32
20/11/2021,10,11188.1,36
20/11/2021,11,11198.3,39
20/11/2021,12,11090.6,41
20/11/2021,13,11110.3,42
20/11/2021,14,11288.1,43
20/11/2021,15,11660.4,44
20/11/2021,16,12151.9,43
20/11/2021,17,13613.0,42
20/11/2021,18,14588.9,39
20/11/2021,19,13639.0,39
20/11/2021,20,13302.4,38
20/11/2021,21,12802.3,37
20/11/2021,22,12102.8,37
20/11/2021,23,11306.7,37
20/11/2021,24,10491.8,37
21/11/2021,1,10578.7,37
21/11/2021,2,10463.6,37
21/11/2021,3,10402.5,38
21/11/2021,4,10522.0,38
21/11/2021,5,10378.7,38
21/11/2021,6,10744.1,38
21/11/2021,7,11115.0,39
21/11/2021,8,11949.9,39
21/11/2021,9,12017.8,40
21/11/2021,10,11894.9,42
21/11/2021,11,11877.9,45
21/11/2021,12,11956.0,48
21/11/2021,13,12072.3,49
21/11/2021,14,12224.9,51
21/11/2021,15,12463.7,52
21/11/2021,16,12702.6,51
21/11/2021,17,13556.4,51
21/11/2021,18,13990.0,49
21/11/2021,19,13274.4,49
21/11/2021,20,12678.6,48
21/11/2021,21,12283.7,48
21/11/2021,22,11537.9,48
21/11/2021,23,10854.9,48
21/11/2021,24,10100.2,48
22/11/2021,1,9672.4,50
22/11/2021,2,9288.7,52
22/11/2021,3,9156.9,52
22/11/2021,4,9087.2,53
22/11/2021,5,9352.9,53
22/11/2021,6,9758.6,53
22/11/2021,7,11149.5,52
22/11/2021,8,12581.1,50
22/11/2021,9,13204.2,50
22/11/2021,10,13374.5,49
22/11/2021,11,13441.2,50
22/11/2021,12,13563.6,50
22/11/2021,13,13323.2,50
22/11/2021,14,13203.4,50
22/11/2021,15,13217.8,49
22/11/2021,16,13547.4,48
22/11/2021,17,14287.0,46
22/11/2021,18,14549.5,44
22/11/2021,19,14221.2,42
22/11/2021,20,13582.4,40
22/11/2021,21,13059.7,38
22/11/2021,22,12171.2,37
22/11/2021,23,11243.3,36
22/11/2021,24,10255.4,35
23/11/2021,1,10705.5,34
23/11/2021,2,10689.4,32
23/11/2021,3,10781.0,32
23/11/2021,4,10544.9,31
23/11/2021,5,10761.1,29
23/11/2021,6,11362.7,30
23/11/2021,7,12918.4,30
23/11/2021,8,13953.6,29
23/11/2021,9,13655.0,31
23/11/2021,10,12640.9,33
23/11/2021,11,12021.9,34
23/11/2021,12,11843.0,36
23/11/2021,13,11806.7,38
23/11/2021,14,12239.4,38
23/11/2021,15,12607.4,38
23/11/2021,16,13281.9,37
23/11/2021,17,14708.4,35
23/11/2021,18,15431.2,33
23/11/2021,19,15062.5,32
23/11/2021,20,14498.2,30
23/11/2021,21,14148.3,30
23/11/2021,22,13267.0,29
23/11/2021,23,12192.5,28
23/11/2021,24,11166.6,28
24/11/2021,1,11208.1,27
24/11/2021,2,10995.0,27
24/11/2021,3,10890.7,26
24/11/2021,4,10776.7,25
24/11/2021,5,11052.4,26
24/11/2021,6,11632.6,26
24/11/2021,7,13255.2,26
24/11/2021,8,14273.4,26
24/11/2021,9,13785.6,28
24/11/2021,10,12997.3,30
24/11/2021,11,12489.3,33
24/11/2021,12,12134.8,36
24/11/2021,13,11968.8,39
24/11/2021,14,12225.1,41
24/11/2021,15,12716.1,42
24/11/2021,16,13262.9,42
24/11/2021,17,14564.3,40
24/11/2021,18,14966.9,38
24/11/2021,19,14741.4,37
24/11/2021,20,14464.4,35
24/11/2021,21,13929.9,34
24/11/2021,22,13045.1,34
24/11/2021,23,12074.8,33
24/11/2021,24,10986.8,32
25/11/2021,1,11128.6,31
25/11/2021,2,11207.4,32
25/11/2021,3,11124.4,32
25/11/2021,4,11058.7,30
25/11/2021,5,11288.1,31
25/11/2021,6,11382.1,30
25/11/2021,7,11550.9,31
25/11/2021,8,12255.4,31
